726;145156;DIOSMINA-HESPERIDINA;DIOSMINA-HESPERIDINA;450-50 mg x 10 TAB;LA SANTE;91.40;164.24;0.00
727;560043251;PASOLAX;POLIETILENGLICOL;TARRO X 100 GRAMOS;MEYER;134.12;139.84;0.00
728;ASIA42;LIVROXABAN-15;RIVAROXABAN;15MG X 28 TAB;ASIA;294.00;543.33;0.00
729;ASIA43;LIVROXABAN-20;RIVAROXABAN;20MG X 28 TAB;ASIA;294.00;543.33;0.00
730;ASIA44;ULTRAIMAGE;IOPAMIDOL (CONTRASTE);300MG I/ML X 50ML INYECT;ASIA;980.00;1811.10;0.00
731;PP1;RAMDIVIR;REMDESIVIR;100MG X 1AMP (COMBO);PUPULAR PHARMA LTD;0.00;0.00;0.00
732;20801015;ETORICOXIB;ETORICOXIB;90MG X 10 TAB;CALOX;155.13;213.88;0.00
733;DL29;ACIDO ASCORBICO (VITAMINA C);ACIDO ASCORBICO (VITAMINA C);500MG/5ML X 10 AMP;DISTRILAB;248.37;290.56;0.00
734;DL30;DEXAMETASONA;DEXAMETASONA;4MG/1ML X 10 AMP;DISTRILAB;39.20;71.76;0.00
735;DL31;DEXAMETASONA;DEXAMETASONA;8MG/2ML X 10 AMP;DISTRILAB;63.70;116.71;0.00
736;DL32;HIDROCORTISONA;HIDROCORTISONA;500MG X 1 AMP SOL INYECT;DISTRILAB;49.00;89.78;0.00
737;20103-00179;MERCURIO CROMO;MERCURIO CROMO;30CC X 1 UND;LAB. FSI;0.00;32.78;0.00
738;20101-00079;ALCOHOL EXTRAFINO;ALCOHOL EXTRAFINO;30CC X 1 UND;LAB. FSI;0.00;11.36;16.00
739;20103-00243;VIOLETA DE GENCIANA;VIOLETA DE GENCIANA;30CC X 1 UND;LAB. FSI;0.00;42.73;0.00
740;20102-00042;ACEITE MINERAL;ACEITE MINERAL;30CC X 1 UND;LAB. FSI;0.00;52.22;0.00
741;20103-00215;THIMEROSAL INCOLORO;THIMEROSAL INCOLORO;30CC X 1 UND;LAB. FSI;0.00;43.32;0.00
742;20102-00008;ACEITE DE ALMENDRA;ACEITE DE ALMENDRA;30ML X 1 UND;LAB. FSI;0.00;98.74;0.00
743;20102-00010;ACEITE DE COCO;ACEITE DE COCO;30ML X 1 UND;LAB. FSI;0.00;64.90;0.00
744;20102-00046;ACEITE DE RICINO;ACEITE DE RICINO;30ML X 1 UND;LAB. FSI;0.00;100.88;0.00
745;BX1;SULFATO FERROSO;SULFATO FERROSO;200MG X 10 TAB (BLISTER);BALAXI;0.00;0.00;0.00
746;188011101;CORBIS;BISOPROLOL;10MG X 30 TAB;MEYER;76.42;121.15;0.00
747;190011101;CORBIS;BISOPROLOL;2,5MG X 30 TAB;MEYER;106.02;151.87;0.00
748;189011101;CORBIS;BISOPROLOL;5MG X 30 TAB;MEYER;74.08;117.44;0.00
749;248031104;ESTATLEN;ATORVASTATINA;40MG X 30 TAB;MEYER;275.05;286.22;0.00
750;212223314;DESONIDA;DESONIDA;0.1% X 15 GRAMOS CREMA;MEYER;47.63;153.45;0.00
751;212223304;DESONIDA;DESONIDA;0.05%-0.1% X 15 GRAMOS CREMA;MEYER;83.31;119.07;0.00
752;DL33;ENOXAPARINA SODICA;ENOXAPARINA SODICA;40MG/0,4ML X 2 JERINGAS;DISTRILAB;196.00;359.02;0.00
753;IPS4;SOLUCION FISIOLOGICA;SOLUCION FISIOLOGICA;0,9% X 100ML;IPS;0.00;47.52;0.00
754;826495;ISOSPRAY PLUS;CLORH BENZIDAMINA - CLOR CETILPIRIDINO;/0.15%-0.25% X 180ML;BIOTECH;121.50;134.26;0.00
755;834575;MULTIDERM;MUPIROCIN;2% X 15 G UNGUENTO;BIOTECH;120.00;193.38;0.00
756;20000063;BLOKXA;RIVAROXABAN;10MG X 14 TAB;CALOX;75.94;140.50;0.00
757;20000060;ALPRAZOLAM (ALPRAMACK);ALPRAZOLAM (ALPRAMACK);1MG X 30 TAB;CALOX;0.00;68.00;0.00
758;LM01;LEVOFLOXACINA;LEVOFLOXACINA;750MG X 7 TAB;LATTAN MEDIC;0.00;108.69;0.00
759;AN00-034;ZANAES;ZANAES;400MG X 90 CAP;ARCOIRIS;108.45;181.19;0.00
760;140224;ALBENDAZOL;ALBENDAZOL;200MG X 2 TAB;LA SANTE;32.98;38.26;0.00
762;HB1;CEFTRIAXONA;CEFTRIAXONA;1G /100 ML X 1 AMP PPS;HUMAN BIOSCIENCE;0.00;17.24;0.00
763;20000045;TORIVAS;PINAVERIUM BROMURO;100MG X 10 TAB;CALOX;89.95;183.57;0.00
764;VL01;VANCOCYN;VANCOMICINA;500MG X 10 AMP PPS;VIDA LABS;0.00;0.00;0.00
765;21201-00059;BICARBONATO DE SODIO;BICARBONATO DE SODIO;20G X 1 TARRO;LAB. FSI;0.00;10.08;0.00
766;20103-00077;CITRATO DE POTASIO;CITRATO DE POTASIO;10% X 950ML SABOR FRESA;LAB. FSI;0.00;255.18;0.00
767;23303-00015;PASTA AL AGUA;PASTA AL AGUA;30G X 1 UND;LAB. FSI;0.00;64.50;16.00
768;21201-00164;SAL DE HIGUERA(SULF DE MAGNESIO);SAL DE HIGUERA(SULF DE MAGNESIO);20G X 1 UND;LAB. FSI;0.00;36.99;0.00
769;21201-00170;SULFATHEAZOL;SULFATHEAZOL;5G X 1 UND;LAB. FSI;0.00;11.58;0.00
770;MM1;M-NOXA 40;ENOXAPARINA SODICA;40MG-0,4ML X 1 AMP;MEMPHIS;0.00;0.00;0.00
771;TD1;ENOXAPARINA SODICA;ENOXAPARINA SODICA;60MG/0.6ML X 2 JERINGAS;TECHDOW;0.00;815.09;0.00
772;BL1;LEVOFLOXACINA;LEVOFLOXACINA;500MG/100ML X 1 SOL IV;BIOMEDIC LAB;0.00;0.00;0.00
773;OX1;OXIMETRO;OXIMETRO;X 1 UND;N/A;0.00;511.16;16.00
774;LAC3;LACRIDOS;DEXTRAN 70;SOL OFTALM X 15 ML;OFTALMI;97.29;153.73;0.00
775;LAG1;DEXTRAN 70 GEN;DEXTRAN 70 GEN;0.1% X 15ML SOL OFTAL;OFTALMI;76.92;127.35;0.00
776;MAR1;MARADEX;DEXAMETASONA;0,1% SUSP OFTALMICA X 5ML;OFTALMI;95.01;242.89;0.00
777;DL34;AZITROMICINA (SABOR BANANA);AZITROMICINA (SABOR BANANA);200MG/5MLX 15 ML PPS;DISTRILAB;48.02;88.04;0.00
778;DL35;METRONIDAZOL;METRONIDAZOL;500MG X 10 TAB (BLISTER);DISTRILAB;11.03;20.25;0.00
779;11620;LONGACEF;LONGACEF (CEFIXIMA);100MG/5ML X 60ML PPS;LETI;657.91;1175.22;0.00
780;21717;BIOTALOL;BISOPROLOL FUM;2,5MG X 30 COMP;LETI;151.34;200.14;0.00
781;26563;COVENTROL;CARVEDILOL;6,25MG X 30 TAB;LETI;143.42;211.30;0.00
782;21221;FEMADONNA;FEMADONNA;40MG X 20 TAB;LETI;401.36;305.23;0.00
783;27817;AMLODIPINA;AMLODIPINA;10MG X 30 TAB;GENVEN;52.71;100.80;0.00
784;27853;ENALAPRIL MALEATO;ENALAPRIL MALEATO;20MG X 10 TAB;GENVEN;17.49;24.42;0.00
785;17458;CETIRIZINA;CETIRIZINA;10MG X 10 TAB;GENVEN;29.94;67.71;0.00
786;17268;HIDROCLOROTIAZIDA;HIDROCLOROTIAZIDA;12,5MG X 30 TAB;GENVEN;79.66;194.01;0.00
787;31609;ALIVETFA;ALIVETFA;10G GRA/PS/ORAL X 10 SOBR;LETI;116.32;205.73;0.00
788;11671;ALIVET LIMON;ALIVET LIMON;15G X 6 SOBRES;LETI;17.83;20.86;0.00
789;11667;ALIVETNOC FORTE;ALIVETNOC FORTE;10G X 6 SOBRES;LETI;161.71;239.14;0.00
790;37344;ATORVASTATINA;ATORVASTATINA;20MG X 30 TAB;GENVEN;198.30;164.34;0.00
791;11432;DOBRACID LP;TRIMEBUTINA;300MG X 30 COMP;LETI;277.47;458.30;0.00
792;11433;CENARET;LEVOCETIRICINA DICLORH;5MG X 10 COMP;LETI;38.14;74.38;0.00
793;11331;XYLON;BISOPROLOL-HIDROCLOR;5MG-6,25MG X 30 TAB;LETI;265.29;316.59;0.00
794;11806;SITAGLIS MET;SITAGLIP-METFORM;50MG-500MG X 30 COMP;LETI;489.09;818.54;0.00
795;11904;RIFAMIX;RIFAXIMINA;200MG X 12 COMP;LETI;223.89;632.42;0.00
796;21716;BIOTALOL;BISOPROLOL FUM;5MG X 30 COMP;LETI;289.63;240.03;0.00
797;21257;DIMAVYL MET;GLIMEPIR-METFORM;2MG-500MG X 30 COMP;LETI;596.45;444.88;0.00
798;31961;ULGARIN;ESOMEPRAZOL;40MG X 32 CAP;LETI;338.61;643.98;0.00
799;31960;ULGARIN;ESOMEPRAZOL;20MG X 28 CAP;LETI;379.81;333.29;0.00
800;31702;PEGYT;PREGABALINA;150MG X 20 CAP;LETI;280.26;384.06;0.00
801;31701;PEGYT;PREGABALINA;75MG X 20 CAP;LETI;160.25;229.86;0.00
802;31486;LETISAN;VITAMINA C;500MG X 10 CAP;LETI;47.75;72.69;0.00
803;41486;LETISAN;VITAMINA C;500MG X 30 CAP;LETI;36.35;205.01;0.00
804;37892;LOSARTAN POTASICO;LOSARTAN POTASICO;100MG X 30 COMP;GENVEN;140.44;167.60;0.00
805;11359;TROPOCER AP;NIMODIPINA;90MG X 20 COP;LETI;369.22;440.63;0.00
806;17589;VALSARTAN;VALSARTAN;160MG X 7 CAP;GENVEN;47.07;62.26;0.00
807;11659;GENESA;DROSPIREN-ETINILESTR;3MG-30MCG X 21 COMP;LETI;231.13;490.36;0.00
808;11913;GYNOMET;METRONID-NITRAT DE MICON;15%-4% CREMA VAGINAL X 40G;LETI;176.61;319.25;0.00
809;21766;BABILINKID;ACETAMINOFEN-MALEATO DE CLORFENIR;100MG-0,42MG/ML X 20 ML;LETI;96.33;134.33;0.00
810;21825;DIKLASON;DICLOFENAC ACIDO;1.8MG/ML X 120 ML;LETI;122.17;259.19;0.00
811;37800;SULTAMICILINA;SULTAMICILINA;750MG X 16 TAB;GENVEN;431.25;845.90;0.00
812;11116;FLUVIRIN;FLUVIRIN;35MG/5ML X 120ML JBE;LETI;144.53;187.15;0.00
813;11232;CARNISIN;LEVOCARNITINA SIN AZUCAR;1G/10ML SOL. ORALX 180ML;LETI;274.57;443.18;0.00
814;21319;FULGRAM;AMOXIC-ACID CLAVUL;875-125MG X 16 COMP;LETI;370.24;955.55;0.00
815;11313;FULGRAM;AMOXIC-ACID CLAVUL;600MG-42,9MG/5ML X 60 ML;LETI;403.91;667.17;0.00
816;11488;LETISAN;VITAMINA C;100MG/ML X 20ML SOL GOTAS;LETI;102.13;129.54;0.00
817;11719;PULMOLET;BUDESONIDA;1MG/ML X 15ML SUSP PARA NEBULIZAR;LETI;169.00;260.43;0.00
818;21488;LETISAN;VITAMINA C;100MG/ML X 120ML SOL ORAL;LETI;105.05;138.90;0.00
819;21470;ANTUX;LEVODROPROPIZINA;6MG/ML X 180 ML SOL ORAL;LETI;99.79;588.09;0.00
820;11243;ALLIXON;VITAMINA A-D3;X 240 ML;LETI;68.04;105.90;16.00
821;AI01-005;ZARZAPARRILLA;ZARZAPARRILLA;X 120 ML JARABE;ARCOIRIS;66.89;89.44;0.00
822;80295;NINAZO;NITRATO DE NAFAZOLINA;0;FARMA;56.69;85.80;0.00
823;21013;NOTOLAC;KETOROLACO TROMETAMINA;30MG X 4 TAB SUBLIN;FARMA;72.89;109.20;0.00
824;90202;NOTOLAC;KETOROLACO TROMETAMINA;20MG X 10 TAB;FARMA;91.12;143.00;0.00
825;90117;RINOLAST;FEXOFENADINA;120MG X 10 TAB;FARMA;121.49;182.00;0.00
826;90137;RINOLAST D;FEXOFENADINA-PSEUDOEFEDRINA CLORH;30MG-30MG/5ML X 120 ML;FARMA;180.21;286.00;0.00
827;21029;SENOKOT CON DOCUSATO;SENOKOT CON DOCUSATO;8,6MG-50MG X 10 TAB;FARMA;118.45;178.10;0.00
828;10169;TERAGRIP PEDIATRICO;ACETAMINOFEN- CLORFENIRAMINA;125-1MG/5ML X 120ML SABOR UVA;FARMA;115.41;172.90;0.00
829;80255;TERATOSIL;HEDERA HELIX;0;FARMA;118.45;178.10;0.00
830;90196;VALPRON;ACIDO VALPROICO;250MG/5ML X 180ML;FARMA;214.63;422.50;0.00
831;10102;CALCIBON CON VITAMINA D;CITRATO DE CALCIO, VITAMINA D;1500MG-200UI X 30 TAB;FARMA;164.01;266.50;0.00
832;21024;ARANDA;AMLODIPINO-LOSARTAN POTASICO;2,5MG-50MG X 12 CAP;FARMA;89.09;133.90;0.00
833;90438;ARANDA;AMLODIPINO-LOSARTAN POTASICO;2.5MG-50MG X 30 CAP;FARMA;194.38;395.20;0.00
834;90437;ARANDA;AMLODIPINO-LOSARTAN POTASICO;5MG-100MG X 30 CAP;FARMA;271.32;220.35;0.00
835;21025;ARANDA;AMLODIPINO-LOSARTAN POTASICO;5MG-100MG X 12 CAP;FARMA;118.45;178.10;0.00
836;10223;BETADINE;IODO POVIDONA;10% X 120ML SOL ANTISEPT;FARMA;164.01;245.70;0.00
837;10221;BETADINE;IODO POVIDONA;7,5% X 180ML JABON LIQUID;FARMA;242.98;256.00;0.00
838;21030;BRASARTAN;VALSARTAN;80MG X 10 CAP;FARMA;82.00;165.10;0.00
839;10207;CALCIBON NATAL FORTE;VITAMINA D3-HIERRO-ACIDO FOLICO;200MG-400UI-400MCG-18MG X 30 TAB;FARMA;179.19;304.20;16.00
840;21046;DILUXEN;BROMURO DE PIRIDOSTIGMINA;60MG X 20 TAB;FARMA;194.38;334.10;0.00
841;80277;FEMMEXTRA;IBUPROFENO-HIOSCINA;200MG-10MG X 10 CAP;FARMA;97.19;145.60;0.00
842;80299;KALMAX COMPOSITUM;ANTIACIDO;X 10 TAB MAST SABOR MENTA;FARMA;152.87;243.10;0.00
843;90360;NEURIXA;PREGABALINA;150MG X 14 CAP;FARMA;145.79;227.50;0.00
844;143800;LEVOSULPIRIDE;LEVOSULPIRIDE;25MG X 30 TAB;LA SANTE;70.36;124.90;0.00
845;145256;DIANALPER;DICLOFENAC DIETILAMINO;1,16% X 30 GRAMOS;LA SANTE;63.72;80.09;0.00
846;145310;PROCILUS D2;BACILLUS CLAUSII;2 BILLONES X 10 SOBRES UVA;LA SANTE;360.36;416.37;0.00
847;145184;VITAMINA C MANDARINA;VITAMINA C MANDARINA;500 MG TAB MASTICABLE X 100;LA SANTE;290.68;335.87;0.00
848;140225;ALBENDAZOL;ALBENDAZOL;200 MG X 6 TAB;LA SANTE;68.63;79.61;0.00
849;SOM1;GOTAS FISIOLOGICAS;GOTAS FISIOLOGICAS;0,8% X 15 ML SOL NASAL;SOMA;0.00;22.80;0.00
850;SOM2;FRAILEJON;EXTRACTO FRAILEJON-MIEL DE ABEJ;X 120ML JARABE;SOMA;0.00;69.38;0.00
851;SOM3;LAMEDOR;POLYGALA SENEGA-CAPAIFERA OFFICINALIS;X 120ML JARABE;SOMA;0.00;69.38;0.00
852;SOM4;SABILA;ALOE VERA CON MIEL DE ABEJA;X 120ML JARABE;SOMA;0.00;62.02;0.00
853;SOM5;VASELYN CON MANZANILLA;VASELYN CON MANZANILLA;X 100 GRAMOS CREMA;SOMA;0.00;58.47;0.00
854;SOM6;GOTAS DE VALERIANA;GOTAS DE VALERIANA;X 30 ML SOL GOTAS;SOMA;0.00;34.35;0.00
855;SOM7;GOTAS FISIOLOGICAS;GOTAS FISIOLOGICAS;0;SOMA;0.00;32.16;0.00
856;SOM8;PASTEZINC;PASTA DE ZINC AL AGUA;X 50 GRAMOS PASTA;SOMA;0.00;67.18;0.00
857;SOM9;DOLMAX;POMADA ALCANFORADA;X 50 GRAMOS;SOMA;0.00;83.22;0.00
858;SOM10;NANOCREAM;POMADA DE HAMAMELIS;X 50 GRAMOS;SOMA;0.00;97.46;0.00
859;SOM11;MICODERM;POMADA DE AZUFRE;X 50 GRAMOS;SOMA;0.00;64.49;0.00
860;SOM12;SOMEDINE;JABON LIQUIDO IODO POVIDONA;10% X 120 ML;SOMA;0.00;105.09;0.00
861;SOM13;SOMEDINE;SOLUCION IODO POVIDONA;10% X 120ML;SOMA;0.00;95.19;0.00
862;SOM14;NAUTRAL;JABON LIQ PH NEUTRO;X 240 ML;SOMA;0.00;65.59;16.00
863;SOM15;SOMTEX SOL;SOL DESINFECTANTE ALTO NIVEL;X 240 ML SPRAY;SOMA;0.00;85.46;16.00
864;SOMC1;SOMTEX SOL;SOL DESINFECTANTE ALTO NIVEL;X 1 LITRO;SOMA (CCS);0.00;174.65;16.00
865;SOMC2;NEUTRAL;JABON LIQ PH NEUTRO;X 3,785 LITROS;SOMA (CCS);0.00;355.27;16.00
866;SOMC3;SOMTEX SOL;SOL DESINFECTANTE ALTO NIVEL;X 3,785 LITROS;SOMA (CCS);0.00;455.61;16.00
867;SOMC4;SOMHEX;JABON LIQ DESINFECTANTE ALTO NIVEL;X 3,785 LITROS;SOMA (CCS);0.00;363.45;16.00
868;SOMC5;BLANKYS ROPA BLANCA;BLANQUEADOR QUITAMANCHAS;X 1 LITRO;SOMA (CCS);0.00;103.28;16.00
869;SOMC6;BLANKYS ROPA COLOR;REMOVEDOR QUITAMANCHAS;X 1 LITRO;SOMA (CCS);0.00;113.21;16.00
870;SOMC7;BLUE JABON LIQ;DETERGENTE LIQUIDO;X 1 LITRO;SOMA (CCS);0.00;109.34;16.00
871;SOMC8;SOM-PINE LIMON;HIGIENIZANTE;X 1 LITRO;SOMA (CCS);0.00;59.70;16.00
872;SOMC9;BLANQUEADOR CLORADO ROPA BLANCA;BLANQUEADOR CLORADO ROPA BLANCA;X 1 LITRO;SOMA (CCS);0.00;75.79;16.00
873;SOMC10;LAVATODO CYTRUS;LAVATODO CYTRUS;X 500 ML;SOMA (CCS);0.00;61.51;16.00
874;SOMC11;LAVATODO FRESH;LAVATODO FRESH;X 500 ML;SOMA (CCS);0.00;61.51;16.00
875;SOMC12;SOM-PINE CYTRUS;HIGIENIZANTE-;X 1 LITRO;SOMA (CCS);0.00;69.67;16.00
876;SOMC13;AROMATIZANTE (ROCIO AMANECER);AROMATIZANTE (ROCIO AMANECER);X 1 LITRO;SOMA (CCS);0.00;49.65;16.00
877;SOMC14;AROMATIZANTE (MOMENTOS);AROMATIZANTE (MOMENTOS);X 1 LITRO;SOMA (CCS);0.00;49.65;16.00
878;SOMC15;AROMATIZANTE (BAMBOO ZEN);AROMATIZANTE (BAMBOO ZEN);X 1 LITRO;SOMA (CCS);0.00;49.65;16.00
879;SOMC16;AROMATIZANTE (LAVANDA YIN);AROMATIZANTE (LAVANDA YIN);X 1 LITRO;SOMA (CCS);0.00;49.65;16.00
880;SOMC17;AROMATIZANTE (AROMAS DE BEBE);AROMATIZANTE (AROMAS DE BEBE);X 1 LITRO;SOMA (CCS);0.00;49.65;16.00
881;SOMC18;LAVATODO LIMON;LAVATODO LIMON;X 500 ML;SOMA (CCS);0.00;61.51;16.00
882;SOMC19;ALFIN;MULTIUSOS BAÑOS CERAMICA;X 650 ML;SOMA (CCS);0.00;107.55;16.00
883;SOMC20;ALFIN;DESENGRASANTE MULTIUSOS PODER CITRICO;X 650 ML;SOMA (CCS);0.00;82.06;16.00
884;SOMC21;ALFIN;LIMPIADOR DE POCETAS;X 650 ML;SOMA (CCS);18.09;0.00;16.00
885;SOMC22;SOM-PINE LIMON;HIGIENIZANTE;X 450 ML;SOMA (CCS);0.00;40.69;16.00
886;SOMC23;SOM-PINE CYTRUS;HIGIENIZANTE-;X 450 ML;SOMA (CCS);0.00;40.69;16.00
887;SOMC24;AROMATIZANTE (ROCIO AMANECER);AROMATIZANTE (ROCIO AMANECER);X 450 ML;SOMA (CCS);0.00;38.31;16.00
888;SOMC25;AROMATIZANTE (MOMENTOS);AROMATIZANTE (MOMENTOS);X 450 ML;SOMA (CCS);7.17;0.00;16.00
889;SOMC26;AROMATIZANTE (LAVANDA YIN);AROMATIZANTE (LAVANDA YIN);X 450 ML;SOMA (CCS);0.00;32.87;16.00
890;SOMC27;AROMATIZANTE (AROMAS DE BEBE);AROMATIZANTE (AROMAS DE BEBE);X 450 ML;SOMA (CCS);0.00;38.31;16.00
891;SOMC28;BLUE JABON LIQ;DETERGENTE LIQUIDO;X 500 ML;SOMA (CCS);0.00;76.82;16.00
892;SOMC29;BLANKYS ROPA BLANCA;BLANQUEADOR QUITAMANCHAS;X 500 ML;SOMA (CCS);13.61;0.00;16.00
893;SOMC30;BLANKYS ROPA COLOR;REMOVEDOR QUITAMANCHAS;X 500 ML;SOMA (CCS);14.91;0.00;16.00
894;SOMC31;DETERGENTE CLORADO ROPA BLANCA;DETERGENTE CLORADO ROPA BLANCA;X 500 ML;SOMA (CCS);0.00;63.21;16.00
895;ASIA45;ALPROWISE 2;ALPRAZOLAM;2MG X 30 TAB;ASIA;61.25;112.34;0.00
896;ASIA46;CLONEWISE 2;CLONAZEPAM;2MG X 30 TAB;ASIA;61.25;112.34;0.00
897;AI01-001;FRAILEJON;FRAILEJON;X 120 ML;ARCOIRIS;66.89;89.44;0.00
898;AI00-061;MACA;LEPIDIUM MEYENII WALP;X 60 CAP;ARCOIRIS;0.00;280.80;0.00
899;101011;METRONIDAZOL;METRONIDAZOL;500MG X 30 TAB;ANGELUS;45.82;82.03;0.00
900;101012;BISOPROLOL;BISOPROLOL;10MG X 30TAB;ANGELUS;76.93;137.71;0.00
901;101002;GLIMEPIRIDA;GLIMEPIRIDA;2MG X 30 TAB;ANGELUS;37.24;67.00;0.00
902;13001007;DEFLAZACORT;DEFLAZACORT;30MG X 10 TAB;CALOX;113.24;254.93;0.00
903;12601001;TIOCOLCHICOSIDO;TIOCOLCHICOSIDO;4MG X 12 TAB;CALOX;53.97;115.93;0.00
904;SANOF6;CLEXANE;ENOXAPARINA SODICA;40MG/0,4ML X 10 JERINGAS;SANOFI;0.00;1443371080.00;0.00
905;LIVEA1;LIVFAVIR;FAVIPIRAVIR;200MG X 40 TAB;LIVEALTH BIO;0.00;0.00;0.00
906;ASIA47;VITOWISE B PLUS;COMPLEJO B ( B1-B2-B3-B5-B6-B12);2ML X 10 AMP IM/IV;ASIA;367.50;582.18;0.00
907;ASIA48;MYSOPROSTOL;MYSOPROSTOL;200MCG X 5 BLISTER X 10 TAB;ASIA;612.50;1131.96;0.00
908;ASIA49;CANDEWISE 16;CANDESARTAN CILEXETIL;16MG X 30 TAB;ASIA;88.20;163.05;0.00
909;ASIA50;ESOWISE 40;ESOMEPRAZOL;40MG X 10 TAB;ASIA;24.50;38.79;0.00
910;ASIA51;TIWIAL;TIBOLONA;2,5MG X 28 TAB;ASIA;245.00;452.80;0.00
911;ASIA52;MEDGEST 100;PROGESTERONA;100MG X 20 CAP ORAL /VAGINAL;ASIA;245.00;452.80;0.00
912;ASIA53;METFORWISE 850;METFORMINA;850MG X 30 TAB;ASIA;53.90;99.60;0.00
913;ASIA54;FERROWISE;HIERRO SACAROSA;100MG/5ML X 5 AMP IV;ASIA;367.50;679.18;0.00
914;ASIA55;MELATONINA CON VIT B6;MELATONINA CON VIT B6;5MG-50MG X 30 CAP;ASIA;73.50;116.48;0.00
915;ASIA56;AMLOWISE 20;AMLODIPINA;20MG X 28 TAB;ASIA;29.40;54.37;0.00
916;ASIA57;MOXIMED 500;AMOXICILINA;500MG X 14 CAP;ASIA;29.40;46.60;0.00
917;ASIA58;SOLODOPA 275;LEVODOPA-CARBIDOPA;250MG/25MG X 5 BLISTER X 10 TAB;ASIA;490.00;905.54;0.00
918;ASIA59;VINOREX 600;DIOSMINA;600MG X 14 TAB;ASIA;98.00;181.11;0.00
919;ASIA60;VITA MAS CZ;VITAMINA C- ASCORBATO DE SODIO- ZINC;100MG-450MG-5MG X 20 TAB MASTI ( BLISTER);ASIA;42.88;79.21;0.00
920;TD2;ENOXAPARINA SODICA;ENOXAPARINA SODICA;40MG/0,4ML X 2 AMP;TECHDOW;0.00;0.00;0.00
921;DL36;REMDESIVIR;REMDESIVIR;100MG X 1 AMP;DISTRILAB;441.00;807.82;0.00
922;CLA8;CLARASOL;NAFAZOLINA CLORHIDRATO;0.12MG/ML X 15 ML;OFTALMI;51.43;70.20;0.00
923;CIC1;CICLOFTAL;CICLOPENTOLATO CLORHIDRATO;1% X 15 ML;OFTALMI;108.17;343.17;0.00
924;MOV1;MOVIMEX;MELOXICAM;7.5MG X 10 TAB;OFTALMI;47.59;91.18;0.00
925;143797;CANDESARTAN;CANDESARTAN;16MG X 30 TAB;LA SANTE;216.26;250.87;0.00
926;145370;VITAMINA C + ZINC MANDARINA;VITAMINA C + ZINC MANDARINA;500MG-15MG X 12 SOBRES X 12 TAB MAST;LA SANTE;419.48;531.95;0.00
927;140495;NOGINOX;NITRATO DE ISOCONAZOL;1% X 40 GRAMOS CREMA VAGI;PHARMETIQUE;112.61;138.10;0.00
928;DES2;DESLORAT;DESLORATADINA;5MG X 20 TAB;OFTALMI;55.81;92.60;0.00
929;GP1;MEROPENEM;MEROPENEM;1G X 1 AMP PPS;GREENPHARMA;0.00;0.00;0.00
930;BM1;CEFTRIAXONA;CEFTRIAXONA;1G X 1 AMP PPS I.M/I.V;BLUE MEDICAL;0.00;0.00;0.00
931;INC1;NINAVIR;REMDESIVIR;100MG X 1 AMP PPS;INCEPTA;0.00;2202.10;0.00
932;807371;BROFLEMA;BROMEXINA CLORHIDRATO;8MG/5ML X 120 ML;BIOTECH;76.50;96.69;0.00
933;90185;MACRODANTINA;MACROCRISTALES DE NITROFURANTOINA;50MG X 30 CAP;FARMA;182.23;304.20;0.00
934;21050;CRISOMET;SITAGLIPTINA-METFORMINA;50MG-500MG X 30 TAB;FARMA;364.46;585.00;0.00
935;90254;FLEBOSMIN;DIOSMINA-HESPERIDINA;450MG-50MG X 30 TAB;FARMA;344.21;516.10;0.00
936;90253;COLYPAN;TRIMEBUTINA MALEATO;300MG X 20 TAB;FARMA;303.72;390.00;0.00
937;21041;ULCON;SUCRALFATO;1G/5ML X 80ML SUSP;FARMA;164.01;520.00;0.00
938;11334;ASARAP;RIVAROXABAN;20MG X 20 TAB;LETI;198.49;598.06;0.00
939;11333;ASARAP;RIVAROXABAN;15MG X 20 TAB;LETI;197.48;418.95;0.00
940;DL37;LEVOTIROXINA SODICA;LEVOTIROXINA SODICA;100MCG X 10 TAB;DISTRILAB;14.70;26.89;0.00
941;DL38;ACICLOVIR;ACICLOVIR;2% X 15 G CREMA;DISTRILAB;22.05;44.01;0.00
942;LP1;HIERRO;SULFATO FERROSO;300MG X 30 BLISTER x 10TAB;LAPROFF;0.00;340.34;0.00
943;LP2;HIERRO;SULFATO FERROSO;300MG X 10 TAB (BLISTER);LAPROFF;0.00;13.57;0.00
944;20101-00099;ALCOHOL YODADO;ALCOHOL YODADO;120CC X 1 UND;LAB. FSI;0.00;64.38;0.00
945;20103-00300;TINTURA DE VALERIANA;TINTURA DE VALERIANA;120CC X 1 UND;LAB. FSI;0.00;257.53;0.00
946;20103-00222;TINTURA DE ARNICA;TINTURA DE ARNICA;30ML X 1 UND;LAB. FSI;0.00;54.60;0.00
947;ASIA61;FORSTAL;ERTAPENEM;1GM X 1 AMP PPS;ASIA;857.50;1358.33;0.00
948;ASIA62;CASPOACTIVE;CASPOFUNGINA;50MG X 1 AMP PPS;ASIA;1592.50;2522.66;0.00
949;VS1;MERONUS;MEROPENEM;1000MG X AMP PPS;VENUS;0.00;0.00;0.00
950;IPS5;DEXTROSA-CLORURO DE SODIO;DEXTROSA-CLORURO DE SODIO;5%-0.9% X 500 ML SOL INYECT IV;IPS;0.00;61.49;0.00
951;IPS6;CIPROFLOXACINA;CIPROFLOXACINA;200MG X 100ML SOL INYECT IV;IPS;0.00;49.75;0.00
